model_family,task,training_seed,checkpoint_type,std_key,subdir,run_path,model_file,model_search_dirs,clean_success,pixels_std0.08_success,atr_q90_source,recovery_label,status,sigma,n_sequences,num_noise_draws,measured_mean_R2,measured_R2_standard_error,empirical_mean_R2_over_sigma2,jvp_gaussian_trace_per_sequence,measured_to_jvp_ratio,relative_error,predicted_mean_R2,signed_remainder,absolute_remainder,absolute_remainder_over_sigma3
LeWM,TwoRoom,3073,base,0.00,tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073/tworoom_lewm_baseline_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073'],94.333333,71.666667,1.5172889279112693,false,ok,0.0025,16,8,0.2831922173500061,0.037001745637146324,45310.75477600098,30850.686645507812,1.4687113870964263,0.4687113870964264,0.19281679153442383,0.09037542581558228,0.09037542581558228,5784027.252197265
LeWM,TwoRoom,3073,base,0.00,tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073/tworoom_lewm_baseline_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073'],94.333333,71.666667,1.5172889279112693,false,ok,0.005,16,8,1.1149799823760986,0.14830501345111793,44599.199295043945,30850.686645507812,1.4456468929691735,0.4456468929691736,0.7712671661376953,0.34371281623840333,0.34371281623840333,2749702.529907226
LeWM,TwoRoom,3073,base,0.00,tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073/tworoom_lewm_baseline_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073'],94.333333,71.666667,1.5172889279112693,false,ok,0.01,16,8,6.583871841430664,2.263337858539769,65838.71841430664,30850.686645507812,2.1341086884331455,1.1341086884331457,3.085068664550781,3.498803176879883,3.498803176879883,3498803.1768798823
LeWM,TwoRoom,3073,base,0.00,tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073/tworoom_lewm_baseline_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_baseline_seed3073'],94.333333,71.666667,1.5172889279112693,false,ok,0.02,16,8,23.795106887817383,4.332839663379631,59487.76721954346,30850.686645507812,1.9282477535457223,0.9282477535457224,12.340274658203125,11.454832229614258,11.454832229614258,1431854.028701782
LeWM,TwoRoom,3073,onset,0.01,tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073/tworoom_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073'],96.333333,95.666667,1.2074334060413774,true,ok,0.0025,16,8,0.0366421602666378,0.004071086257673485,5862.745642662048,6532.442291259766,0.8974814290370764,0.10251857096292356,0.040827764320373536,-0.004185604053735734,0.004185604053735734,267878.6594390869
LeWM,TwoRoom,3073,onset,0.01,tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073/tworoom_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073'],96.333333,95.666667,1.2074334060413774,true,ok,0.005,16,8,0.1451948583126068,0.015655079411536134,5807.7943325042725,6532.442291259766,0.8890693669464095,0.11093063305359052,0.16331105728149414,-0.01811619896888733,0.01811619896888733,144929.59175109863
LeWM,TwoRoom,3073,onset,0.01,tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073/tworoom_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073'],96.333333,95.666667,1.2074334060413774,true,ok,0.01,16,8,0.6028261184692383,0.06531501328418099,6028.261184692383,6532.442291259766,0.9228188961972211,0.0771811038027789,0.6532442291259766,-0.05041811065673829,0.05041811065673829,50418.11065673828
LeWM,TwoRoom,3073,onset,0.01,tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073/tworoom_lewm_noise_0to001_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to001_p1_seed3073'],96.333333,95.666667,1.2074334060413774,true,ok,0.02,16,8,2.741718053817749,0.30733661058250095,6854.295134544373,6532.442291259766,1.0492699099256089,0.04926990992560891,2.6129769165039063,0.12874113731384274,0.12874113731384274,16092.64216423034
LeWM,TwoRoom,3073,endpoint,0.08,tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073/tworoom_lewm_noise_0to008_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073'],97.0,97.333333,0.1321221251210847,true,ok,0.0025,16,8,0.0022559401113539934,0.0003576186849519995,360.95041781663895,230.99719619750977,1.5625748873073557,0.5625748873073556,0.001443732476234436,0.0008122076351195573,0.0008122076351195573,51981.28864765166
LeWM,TwoRoom,3073,endpoint,0.08,tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073/tworoom_lewm_noise_0to008_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073'],97.0,97.333333,0.1321221251210847,true,ok,0.005,16,8,0.006467608269304037,0.001254126151783655,258.7043307721615,230.99719619750977,1.1199457613804162,0.11994576138041632,0.005774929904937744,0.0006926783643662927,0.0006926783643662927,5541.426914930341
LeWM,TwoRoom,3073,endpoint,0.08,tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073/tworoom_lewm_noise_0to008_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073'],97.0,97.333333,0.1321221251210847,true,ok,0.01,16,8,0.021546190604567528,0.004051699695175236,215.46190604567528,230.99719619750977,0.9327468453835633,0.0672531546164367,0.023099719619750977,-0.0015535290151834497,0.0015535290151834497,1553.5290151834495
LeWM,TwoRoom,3073,endpoint,0.08,tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073,/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073/tworoom_lewm_noise_0to008_p1_seed3073_epoch_10_object.ckpt,['/opt/workspace/explorer-env/dataset/ag_data/data/world_model/quentinll/lewm-tworooms/ckpt/tworoom_lewm_noise_0to008_p1_seed3073'],97.0,97.333333,0.1321221251210847,true,ok,0.02,16,8,0.08465801179409027,0.01685691128480345,211.64502948522568,230.99719619750977,0.9162233696735549,0.08377663032644511,0.09239887847900391,-0.007740866684913639,0.007740866684913639,967.6083356142046
